"movieId";"title";"year";"genres";"rating";"imdbId";"tmdbId"
"31";"Dangerous Minds";"1995";"Drama";"6.4";"112792";"9909"
"32";"Twelve Monkeys aka 12 Monkeys";"1995";"Science Fiction|Thriller|Mystery";"7.5";"114746";"63"
"33";"Wings of Courage";"1995";"Adventure|Romance|IMAX";"0.0";"114952";"78802"
"34";"Babe";"1995";"Children|Drama";"0.0";"112431";"9598"
"35";"Carrington";"1995";"Drama|Romance";"0.0";"112637";"47018"
"36";"Dead Man Walking";"1995";"Crime|Drama";"0.0";"112818";"687"
"37";"Across the Sea of Time";"1995";"Documentary|IMAX";"0.0";"112286";"139405"
"38";"It Takes Two";"1995";"Children|Comedy";"0.0";"113442";"33689"
"39";"Clueless";"1995";"Comedy|Romance";"0.0";"112697";"9603"
"42";"Dead Presidents";"1995";"Action|Crime|Drama";"0.0";"112819";"11443"
"43";"Restoration";"1995";"Drama";"0.0";"114272";"35196"
"44";"Mortal Kombat";"1995";"Action|Adventure|Fantasy";"0.0";"113855";"9312"
"45";"To Die For";"1995";"Comedy|Drama|Thriller";"0.0";"114681";"577"
"46";"How to Make an American Quilt";"1995";"Drama|Romance";"0.0";"113347";"11861"
"47";"Seven aka Se7en";"1995";"Crime|Mystery|Thriller";"8.2";"114369";"807"
"48";"Pocahontas";"1995";"Animation|Children|Drama|Musical|Romance";"0.0";"114148";"10530"
"49";"When Night Is Falling";"1995";"Drama|Romance";"0.0";"114916";"8391"
"50";"The Usual Suspects";"1995";"Drama|Crime|Thriller";"8.1";"114814";"629"
"51";"Guardian Angel";"1994";"Action|Drama|Thriller";"0.0";"109950";"117164"
"52";"Mighty Aphrodite";"1995";"Comedy|Drama|Romance";"0.0";"113819";"11448"
"53";"Lamerica";"1994";"Adventure|Drama";"0.0";"110299";"49133"
"54";"Big Green The";"1995";"Children|Comedy";"0.0";"112499";"26441"
"55";"Georgia";"1995";"Drama";"0.0";"113158";"97406"
"56";"Kids of the Round Table";"1995";"Adventure|Children|Fantasy";"0.0";"113541";"124057"
"57";"Home for the Holidays";"1995";"Drama";"0.0";"113321";"9089"
"58";"Postman The Postino Il";"1994";"Comedy|Drama|Romance";"0.0";"110877";"11010"
"59";"Confessional The Confessionnal Le";"1995";"Drama|Mystery";"0.0";"112714";"99040"
"60";"Indian in the Cupboard The";"1995";"Adventure|Children|Fantasy";"0.0";"113419";"11359"
"62";"Mr Hollands Opus";"1995";"Drama";"0.0";"113862";"2054"
"63";"Dont Be a Menace to South Central While Drinking Your Juice in the Hood";"1996";"Comedy|Crime";"0.0";"116126";"10607"
"64";"Two if by Sea";"1996";"Comedy|Romance";"0.0";"118002";"19760"
"65";"BioDome";"1996";"Comedy";"0.0";"115683";"9536"
"66";"Lawnmower Man 2 Beyond Cyberspace";"1996";"Action|Sci-Fi|Thriller";"0.0";"116839";"11525"
"67";"Two Bits";"1995";"Drama";"0.0";"114753";"40628"
"68";"French Twist Gazon maudit";"1995";"Comedy|Romance";"0.0";"113149";"4482"
"69";"Friday";"1995";"Comedy";"0.0";"113118";"10634"
"70";"From Dusk Till Dawn";"1996";"Action|Comedy|Horror|Thriller";"0.0";"116367";"755"
"72";"Kicking and Screaming";"1995";"Comedy|Drama";"0.0";"113537";"28387"
"74";"Bed of Roses";"1996";"Drama|Romance";"0.0";"115644";"20927"
"75";"Big Bully";"1996";"Comedy|Drama";"0.0";"115676";"36929"
"77";"Nico Icon";"1995";"Documentary";"0.0";"113973";"124626"
"78";"Crossing Guard The";"1995";"Action|Crime|Drama|Thriller";"0.0";"112744";"27526"
"79";"Juror The";"1996";"Drama|Thriller";"5.5";"116731";"9623"
"80";"White Balloon The Badkonake sefid";"1995";"Children|Drama";"0.0";"112445";"46785"
"81";"Things to Do in Denver When Youre Dead";"1995";"Crime|Drama|Romance";"0.0";"114660";"400"
"82";"Antonias Line Antonia";"1995";"Comedy|Drama";"0.0";"112379";"880"
"83";"Once Upon a Time When We Were Colored";"1995";"Drama|Romance";"0.0";"114039";"146599"
"84";"Last Summer in the Hamptons";"1995";"Comedy|Drama";"0.0";"113612";"188588"
"85";"Angels and Insects";"1995";"Drama|Romance";"0.0";"112365";"8447"
"86";"White Squall";"1996";"Action|Adventure|Drama";"0.0";"118158";"10534"
"87";"Dunston Checks In";"1996";"Children|Comedy";"0.0";"116151";"17414"
"89";"Nick of Time";"1995";"Action|Thriller";"0.0";"113972";"2086"
"90";"Journey of August King The";"1995";"Drama";"0.0";"113490";"61548"
"92";"Mary Reilly";"1996";"Drama|Horror|Thriller";"0.0";"117002";"9095"
"93";"Vampire in Brooklyn";"1995";"Comedy|Horror|Romance";"0.0";"114825";"12158"
"94";"Beautiful Girls";"1996";"Comedy|Drama|Romance";"0.0";"115639";"9283"
"96";"In the Bleak Midwinter";"1995";"Comedy|Drama";"0.0";"113403";"40154"
"97";"Hate Haine La";"1995";"Crime|Drama";"7.9";"113247";"406"
"98";"Shopping";"1994";"Action|Thriller";"0.0";"111173";"45549"
"99";"Heidi Fleiss Hollywood Madam";"1995";"Documentary";"0.0";"113283";"63076"
"100";"City Hall";"1996";"Drama|Thriller";"6.0";"115907";"11062"
"101";"Bottle Rocket";"1996";"Adventure|Comedy|Crime|Romance";"0.0";"115734";"13685"
"102";"Mr Wrong";"1996";"Comedy";"0.0";"117102";"47475"
"103";"Unforgettable";"1996";"Mystery|Sci-Fi|Thriller";"0.0";"118040";"2045"
"104";"Happy Gilmore";"1996";"Comedy";"0.0";"116483";"9614"
"105";"Bridges of Madison County The";"1995";"Drama|Romance";"0.0";"112579";"688"
"106";"Nobody Loves Me Keiner liebt mich";"1994";"Comedy|Drama";"0.0";"110251";"11907"
"107";"Muppet Treasure Island";"1996";"Adventure|Children|Comedy|Musical";"0.0";"117110";"10874"
"108";"Catwalk";"1996";"Documentary";"0.0";"112646";"89333"
"109";"Headless Body in Topless Bar";"1995";"Comedy|Drama|Thriller";"0.0";"113276";"96357"
"110";"Braveheart";"1995";"Action|Drama|War";"7.7";"112573";"197"
"111";"Taxi Driver";"1976";"Crime|Drama|Thriller";"0.0";"75314";"103"
"112";"Rumble in the Bronx Hont faan kui";"1995";"Action|Adventure|Comedy|Crime";"0.0";"113326";"33542"
"113";"Before and After";"1996";"Drama|Mystery";"0.0";"115645";"43566"
"114";"Margarets Museum";"1995";"Drama";"0.0";"113774";"71754"
"115";"Happiness Is in the Field Bonheur est dans le pr̩ Le";"1995";"Comedy";"0.0";"112556";"43612"
"116";"Anne Frank Remembered";"1995";"Documentary";"0.0";"112373";"51352"
"117";"Young Poisoners Handbook The";"1995";"Crime|Drama";"0.0";"115033";"16934"
"118";"If Lucy Fell";"1996";"Comedy|Romance";"0.0";"116606";"10324"
"119";"Steal Big Steal Little";"1995";"Comedy";"0.0";"114536";"78406"
"120";"Race the Sun";"1996";"Adventure|Comedy|Drama";"0.0";"117427";"55731"
"121";"Boys of St Vincent The";"1992";"Drama";"0.0";"106473";"32119"
"123";"Chungking Express Chung Hing sam lam";"1994";"Drama|Mystery|Romance";"0.0";"109424";"11104"
"124";"Star Maker The Uomo delle stelle L";"1995";"Drama";"0.0";"114808";"37975"
"125";"Flirting With Disaster";"1996";"Comedy";"0.0";"116324";"2074"
"126";"NeverEnding Story III The";"1994";"Adventure|Children|Fantasy";"0.0";"110647";"27793"
"127";"Silences of the Palace The Saimt el Qusur";"1994";"Drama";"0.0";"111055";"44284"
"128";"Jupiters Wife";"1994";"Documentary";"0.0";"110217";"290157"
"129";"Pie in the Sky";"1996";"Comedy|Romance";"0.0";"114131";"110972"
"131";"Frankie Starlight";"1995";"Drama|Romance";"0.0";"113107";"73067"
"132";"Jade";"1995";"Thriller";"0.0";"113451";"11863"
"133";"Nueba Yol";"1995";"Comedy|Drama";"0.0";"114015";"55475"
"134";"Sonic Outlaws";"1995";"Documentary";"0.0";"114500";"124636"
"135";"Down Periscope";"1996";"Comedy";"0.0";"116130";"9101"
"136";"From the Journals of Jean Seberg";"1995";"Documentary";"0.0";"113125";"123360"
"138";"Neon Bible The";"1995";"Drama";"0.0";"113952";"39428"
"140";"Up Close and Personal";"1996";"Drama|Romance";"0.0";"118055";"9302"
"141";"Birdcage The";"1996";"Comedy";"0.0";"115685";"11000"
"143";"Gospa";"1995";"Drama";"0.0";"113200";"249882"
"144";"Brothers McMullen The";"1995";"Comedy";"0.0";"112585";"16388"
"146";"Amazing Panda Adventure The";"1995";"Adventure|Children";"0.0";"112342";"30765"
"147";"Basketball Diaries The";"1995";"Drama";"0.0";"112461";"10474"
"148";"Awfully Big Adventure An";"1995";"Drama";"0.0";"112427";"22279"
"149";"Amateur";"1994";"Crime|Drama|Thriller";"0.0";"109093";"30157"
"150";"Apollo 13";"1995";"Adventure|Drama|IMAX";"0.0";"112384";"568"
"151";"Rob Roy";"1995";"Action|Drama|Romance|War";"0.0";"114287";"11780"
"152";"Addiction The";"1995";"Drama|Horror";"0.0";"112288";"34996"
"153";"Batman Forever";"1995";"Action|Adventure|Comedy|Crime";"0.0";"112462";"414"
"154";"Beauty of the Day Belle de jour";"1967";"Drama";"0.0";"61395";"649"
"155";"Beyond Rangoon";"1995";"Adventure|Drama|War";"0.0";"112495";"1873"
"156";"Blue in the Face";"1995";"Comedy|Drama";"0.0";"112541";"5894"
"157";"Canadian Bacon";"1995";"Comedy|War";"0.0";"109370";"1775"
"158";"Casper";"1995";"Adventure|Children";"0.0";"112642";"8839"
"159";"Clockers";"1995";"Crime|Drama|Mystery";"0.0";"112688";"20649"
"160";"Congo";"1995";"Action|Adventure|Mystery|Sci-Fi";"0.0";"112715";"10329"
"161";"Crimson Tide";"1995";"Drama|Thriller|War";"0.0";"112740";"8963"
"162";"Crumb";"1994";"Documentary";"0.0";"109508";"26564"
"163";"Desperado";"1995";"Action|Romance|Western";"6.8";"112851";"8068"
"164";"Devil in a Blue Dress";"1995";"Crime|Film-Noir|Mystery|Thriller";"0.0";"112857";"8512"
"165";"Die Hard With a Vengeance";"1995";"Action|Crime|Thriller";"7.0";"112864";"1572"
"166";"Doom Generation The";"1995";"Comedy|Crime|Drama";"0.0";"112887";"13552"
"167";"Feast of July";"1995";"Drama";"0.0";"113044";"259209"
"168";"First Knight";"1995";"Action|Drama|Romance";"0.0";"113071";"6520"
"169";"Free Willy 2 The Adventure Home";"1995";"Adventure|Children|Drama";"0.0";"113114";"9073"
"170";"Hackers";"1995";"Action|Adventure|Crime|Thriller";"0.0";"113243";"10428"
"171";"Jeffrey";"1995";"Comedy|Drama";"0.0";"113464";"17447"
"172";"Johnny Mnemonic";"1995";"Action|Sci-Fi|Thriller";"0.0";"113481";"9886"
"173";"Judge Dredd";"1995";"Action|Crime|Sci-Fi";"0.0";"113492";"9482"
"174";"Jury Duty";"1995";"Comedy";"0.0";"113500";"19326"
"175";"Kids";"1995";"Drama";"0.0";"113540";"9344"
"176";"Living in Oblivion";"1995";"Comedy";"0.0";"113677";"9071"
"177";"Lord of Illusions";"1995";"Horror";"0.0";"113690";"8973"
"178";"Love Human Remains";"1993";"Comedy|Drama";"0.0";"107447";"15730"
"180";"Mallrats";"1995";"Comedy|Romance";"0.0";"113749";"2293"
"181";"Mighty Morphin Power Rangers The Movie";"1995";"Action|Children";"0.0";"113820";"9070"
"182";"Moonlight and Valentino";"1995";"Drama|Romance";"0.0";"113851";"68274"
"183";"Mute Witness";"1994";"Comedy|Horror|Thriller";"0.0";"110604";"48787"
"184";"Nadja";"1994";"Drama";"0.0";"110620";"34574"
"185";"Net The";"1995";"Action|Crime|Thriller";"0.0";"113957";"1642"
"186";"Nine Months";"1995";"Comedy|Romance";"0.0";"113986";"11472"
"188";"Prophecy The";"1995";"Fantasy|Horror|Mystery";"0.0";"114194";"11980"
"192";"Show The";"1995";"Documentary";"0.0";"114435";"56088"
"193";"Showgirls";"1995";"Drama";"0.0";"114436";"10802"
"194";"Smoke";"1995";"Comedy|Drama";"0.0";"114478";"10149"
"195";"Something to Talk About";"1995";"Comedy|Drama|Romance";"0.0";"114496";"18402"
"196";"Species";"1995";"Horror|Sci-Fi";"0.0";"114508";"9348"
"197";"Stars Fell on Henrietta The";"1995";"Drama";"0.0";"114534";"139408"
"198";"Strange Days";"1995";"Action|Crime|Drama|Mystery|Sci-Fi|Thriller";"0.0";"114558";"281"
"199";"Umbrellas of Cherbourg The Parapluies de Cherbourg Les";"1964";"Drama|Musical|Romance";"0.0";"58450";"5967"
"200";"Tie That Binds The";"1995";"Thriller";"0.0";"114666";"79593"
"201";"Three Wishes";"1995";"Drama|Fantasy";"0.0";"114663";"47939"
"202";"Total Eclipse";"1995";"Drama|Romance";"0.0";"114702";"36834"
"203";"To Wong Foo Thanks for Everything Julie Newmar";"1995";"Comedy";"0.0";"114682";"9090"
"204";"Under Siege 2 Dark Territory";"1995";"Action";"0.0";"114781";"3512"
"205";"Unstrung Heroes";"1995";"Comedy|Drama";"0.0";"114798";"52856"
"206";"Unzipped";"1995";"Documentary";"0.0";"114805";"77350"
"207";"Walk in the Clouds A";"1995";"Drama|Romance";"0.0";"114887";"9560"
"208";"Waterworld";"1995";"Action|Adventure|Sci-Fi";"0.0";"114898";"9804"
"209";"White Mans Burden";"1995";"Drama";"0.0";"114928";"31611"
"212";"Bushwhacked";"1995";"Adventure|Comedy|Crime|Mystery";"0.0";"112602";"26258"
"213";"Burnt by the Sun Utomlyonnye solntsem";"1994";"Drama";"0.0";"111579";"50797"
"214";"Before the Rain Pred dozhdot";"1994";"Drama|War";"0.0";"110882";"19155"
"215";"Before Sunrise";"1995";"Drama|Romance";"0.0";"112471";"76"
"216";"Billy Madison";"1995";"Comedy";"0.0";"112508";"11017"
"217";"Babysitter The";"1995";"Drama|Thriller";"0.0";"112438";"37141"
"218";"Boys on the Side";"1995";"Comedy|Drama";"0.0";"112571";"9382"
"220";"Castle Freak";"1995";"Horror";"0.0";"112643";"18256"
"222";"Circle of Friends";"1995";"Drama|Romance";"0.0";"112679";"22625"
"223";"Clerks";"1994";"Comedy";"0.0";"109445";"2292"
"224";"Don Juan DeMarco";"1995";"Comedy|Drama|Romance";"0.0";"112883";"1909"
"225";"Disclosure";"1994";"Drama|Thriller";"0.0";"109635";"8984"
"226";"Dream Man";"1995";"Thriller";"0.0";"112899";"61813"
"227";"Drop Zone";"1994";"Action|Thriller";"0.0";"109676";"4954"
"228";"Destiny Turns on the Radio";"1995";"Comedy";"0.0";"112854";"62488"
"229";"Death and the Maiden";"1994";"Drama|Thriller";"0.0";"109579";"10531"
"230";"Dolores Claiborne";"1995";"Drama|Thriller";"0.0";"109642";"11929"
"231";"Dumb Dumber Dumb and Dumber";"1994";"Adventure|Comedy";"0.0";"109686";"8467"
"232";"Eat Drink Man Woman Yin shi nan nu";"1994";"Comedy|Drama|Romance";"0.0";"111797";"10451"
"233";"Exotica";"1994";"Drama";"0.0";"109759";"20156"
"234";"Exit to Eden";"1994";"Comedy";"0.0";"109758";"18395"
"235";"Ed Wood";"1994";"Comedy|Drama";"0.0";"109707";"522"
"236";"French Kiss";"1995";"Action|Comedy|Romance";"0.0";"113117";"397"
"237";"Forget Paris";"1995";"Comedy|Romance";"0.0";"113097";"10525"
"238";"Far From Home The Adventures of Yellow Dog";"1995";"Adventure|Children";"0.0";"113028";"27985"
"239";"Goofy Movie A";"1995";"Animation|Children|Comedy|Romance";"0.0";"113198";"15789"
"241";"Fluke";"1995";"Children|Drama";"0.0";"113089";"21183"
"242";"Farinelli il castrato";"1994";"Drama|Musical";"0.0";"109771";"10954"
"243";"Gordy";"1995";"Children|Comedy|Fantasy";"0.0";"113199";"47867"
"244";"Gumby The Movie";"1995";"Animation|Children";"0.0";"113234";"43475"
"245";"Glass Shield The";"1994";"Crime|Drama";"0.0";"109906";"72031"
"246";"Hoop Dreams";"1994";"Documentary";"0.0";"110057";"14275"
"247";"Heavenly Creatures";"1994";"Crime|Drama";"0.0";"110005";"1024"
"248";"Houseguest";"1994";"Comedy";"0.0";"110066";"17207"
"249";"Immortal Beloved";"1994";"Drama|Romance";"0.0";"110116";"13701"
"250";"Heavyweights Heavy Weights";"1995";"Children|Comedy";"0.0";"110006";"14819"
"252";"IQ";"1994";"Comedy|Romance";"0.0";"110099";"11777"
"253";"Interview with the Vampire The Vampire Chronicles";"1994";"Drama|Horror";"0.0";"110148";"628"
"254";"Jefferson in Paris";"1995";"Drama";"0.0";"113463";"87729"
"255";"Jerky Boys The";"1995";"Comedy";"0.0";"110189";"18713"
"256";"Junior";"1994";"Comedy|Sci-Fi";"0.0";"110216";"6280"
"257";"Just Cause";"1995";"Mystery|Thriller";"0.0";"113501";"9061"
"258";"Kid in King Arthurs Court A";"1995";"Adventure|Children|Comedy|Fantasy|Romance";"0.0";"113538";"37108"
"260";"Star Wars Episode IV A New Hope";"1977";"Action|Adventure|Sci-Fi";"8.1";"76759";"11"
"262";"Little Princess A";"1995";"Children|Drama";"0.0";"113670";"19101"
"263";"Ladybird Ladybird";"1994";"Drama";"0.0";"110296";"49980"
"264";"Enfer L";"1994";"Drama";"0.0";"109731";"17961"
"265";"Like Water for Chocolate Como agua para chocolate";"1992";"Drama|Fantasy|Romance";"0.0";"103994";"18183"
"266";"Legends of the Fall";"1994";"Drama|Romance|War|Western";"0.0";"110322";"4476"
"267";"Major Payne";"1995";"Comedy";"0.0";"110443";"11008"
"268";"Little Odessa";"1994";"Crime|Drama";"0.0";"110365";"47504"
"269";"My Crazy Life Mi vida loca";"1993";"Drama";"0.0";"107566";"32325"
"271";"Losing Isaiah";"1995";"Drama";"0.0";"113691";"28313"
"272";"Madness of King George The";"1994";"Comedy|Drama";"0.0";"110428";"11318"
"273";"Mary Shelleys Frankenstein Frankenstein";"1994";"Drama|Horror|Sci-Fi";"0.0";"109836";"3036"
"275";"Mixed Nuts";"1994";"Comedy";"0.0";"110538";"24070"
"276";"Milk Money";"1994";"Comedy|Romance";"0.0";"110516";"8986"
"278";"Miami Rhapsody";"1995";"Comedy";"0.0";"113808";"17402"
"279";"My Family";"1995";"Drama";"0.0";"113896";"38722"
"280";"Murder in the First";"1995";"Drama|Thriller";"0.0";"113870";"8438"
"282";"Nell";"1994";"Drama";"0.0";"110638";"1945"
"283";"New Jersey Drive";"1995";"Crime|Drama";"0.0";"113967";"39310"
"284";"New York Cop Ny";"1993";"Action|Crime";"0.0";"117169";"109560"
"285";"Beyond Bedlam";"1993";"Drama|Horror";"0.0";"106402";"56428"
"286";"Nemesis 2 Nebula";"1995";"Action|Sci-Fi|Thriller";"0.0";"113948";"63105"
"287";"Nina Takes a Lover";"1994";"Comedy|Romance";"0.0";"110671";"131957"
"288";"Natural Born Killers";"1994";"Action|Crime|Thriller";"7.0";"110632";"241"
"289";"Only You";"1994";"Comedy|Romance";"0.0";"110737";"9058"
"290";"Once Were Warriors";"1994";"Crime|Drama";"0.0";"110729";"527"
"291";"Poison Ivy II";"1996";"Drama|Thriller";"0.0";"114151";"18220"
"292";"Outbreak";"1995";"Action|Drama|Sci-Fi|Thriller";"0.0";"114069";"6950"
"293";"Leon: The Professional";"1994";"Thriller|Crime|Drama";"8.2";"110413";"101"
"294";"Perez Family The";"1995";"Comedy|Romance";"0.0";"114113";"63020"
"295";"Pyromaniacs Love Story A";"1995";"Comedy|Romance";"0.0";"114210";"2307"
"296";"Pulp Fiction";"1994";"Thriller|Crime";"8.3";"110912";"680"
"297";"Panther";"1995";"Drama";"0.0";"114084";"41478"
"298";"Pushing Hands Tui shou";"1992";"Drama";"0.0";"105652";"25296"
"300";"Quiz Show";"1994";"Drama";"7.1";"110932";"11450"
"301";"Picture Bride Bijo photo";"1994";"Drama|Romance";"0.0";"114129";"30304"
"302";"Queen Margot Reine Margot La";"1994";"Drama|Romance";"0.0";"110963";"10452"
"304";"Roommates";"1995";"Comedy|Drama";"0.0";"114296";"161495"
"305";"Ready to Wear PretAPorter";"1994";"Comedy";"0.0";"110907";"3586"
"306";"Three Colors Red Trois couleurs Rouge";"1994";"Drama";"7.9";"111495";"110"
"307";"Three Colors Blue Trois couleurs Bleu";"1993";"Drama";"0.0";"108394";"108"
"308";"Three Colors White Trzy kolory Bialy";"1994";"Comedy|Drama";"0.0";"111507";"109"
"309";"Red Firecracker Green Firecracker Pao Da Shuang Deng";"1994";"Drama";"0.0";"110769";"159185"
"310";"RentaKid";"1995";"Comedy";"0.0";"114268";"36357"
"311";"Relative Fear";"1994";"Horror|Thriller";"0.0";"110965";"92769"
"312";"Stuart Saves His Family";"1995";"Comedy";"0.0";"114571";"28033"
"313";"Swan Princess The";"1994";"Animation|Children";"0.0";"111333";"22586"
"314";"Secret of Roan Inish The";"1994";"Children|Drama|Fantasy|Mystery";"0.0";"111112";"14334"
"315";"Specialist The";"1994";"Action|Drama|Thriller";"0.0";"111255";"2636"
"316";"Stargate";"1994";"Action|Adventure|Sci-Fi";"0.0";"111282";"2164"
"317";"Santa Clause The";"1994";"Comedy|Drama|Fantasy";"0.0";"111070";"11395"
"318";"The Shawshank Redemption";"1994";"Drama|Crime";"8.6";"111161";"278"
"319";"Shallow Grave";"1994";"Comedy|Drama|Thriller";"0.0";"111149";"9905"
"320";"Suture";"1993";"Film-Noir|Thriller";"0.0";"108260";"87078"
"321";"Strawberry and Chocolate Fresa y chocolate";"1993";"Drama";"0.0";"106966";"12527"
"322";"Swimming with Sharks";"1995";"Comedy|Drama";"0.0";"114594";"20306"
"324";"Sum of Us The";"1994";"Comedy|Drama";"0.0";"111309";"36614"
"325";"National Lampoons Senior Trip";"1995";"Comedy";"0.0";"113936";"27993"
"326";"To Live Huozhe";"1994";"Drama";"0.0";"110081";"31439"
"327";"Tank Girl";"1995";"Action|Comedy|Sci-Fi";"0.0";"114614";"9067"
"328";"Tales from the Crypt Presents Demon Knight";"1995";"Horror|Thriller";"0.0";"114608";"9059"
"329";"Star Trek Generations";"1994";"Adventure|Drama|Sci-Fi";"0.0";"111280";"193"
"330";"Tales from the Hood";"1995";"Action|Crime|Horror";"0.0";"114609";"25066"
"331";"Tom Viv";"1994";"Drama";"0.0";"111454";"46797"
"333";"Tommy Boy";"1995";"Comedy";"0.0";"114694";"11381"
"334";"Vanya on 42nd Street";"1994";"Drama";"0.0";"111590";"32636"
"335";"Underneath";"1995";"Mystery|Thriller";"0.0";"114788";"36141"
"337";"Whats Eating Gilbert Grape";"1993";"Drama";"0.0";"108550";"1587"
"338";"Virtuosity";"1995";"Action|Sci-Fi|Thriller";"0.0";"114857";"9271"
"339";"While You Were Sleeping";"1995";"Comedy|Romance";"0.0";"114924";"2064"
"340";"War The";"1994";"Adventure|Drama|War";"0.0";"111667";"19855"
"341";"Double Happiness";"1994";"Drama";"0.0";"109655";"60855"
"342";"Muriels Wedding";"1994";"Comedy";"0.0";"110598";"236"
"343";"BabySitters Club The";"1995";"Children";"0.0";"112435";"48287"
"344";"Ace Ventura Pet Detective";"1994";"Comedy";"0.0";"109040";"3049"
"345";"Adventures of Priscilla Queen of the Desert The";"1994";"Comedy|Drama";"0.0";"109045";"2759"
"346";"Backbeat";"1993";"Drama|Musical";"0.0";"106339";"12635"
"347";"Bitter Moon";"1992";"Drama|Film-Noir|Romance";"0.0";"104779";"10497"
"348";"Bullets Over Broadway";"1994";"Comedy";"0.0";"109348";"11382"
"349";"Clear and Present Danger";"1994";"Action|Crime|Drama|Thriller";"0.0";"109444";"9331"
"350";"Client The";"1994";"Drama|Mystery|Thriller";"0.0";"109446";"10731"
"351";"Corrina Corrina";"1994";"Comedy|Drama|Romance";"0.0";"109484";"10464"
"352";"Crooklyn";"1994";"Comedy|Drama";"0.0";"109504";"34152"
"353";"Crow The";"1994";"Action|Crime|Fantasy|Thriller";"0.0";"109506";"9495"
"354";"Cobb";"1994";"Drama";"0.0";"109450";"29973"
"355";"Flintstones The";"1994";"Children|Comedy|Fantasy";"0.0";"109813";"888"
"356";"Forrest Gump";"1994";"Comedy|Drama|Romance|War";"8.3";"109830";"13"
"357";"Four Weddings and a Funeral";"1994";"Comedy|Romance";"0.0";"109831";"712"
"358";"Higher Learning";"1995";"Drama";"0.0";"113305";"16295"
"359";"I Like It Like That";"1994";"Comedy|Drama|Romance";"0.0";"110091";"48992"
"361";"It Could Happen to You";"1994";"Comedy|Drama|Romance";"0.0";"110167";"10660"
"363";"Wonderful Horrible Life of Leni Riefenstahl The Macht der Bilder Leni Riefenstahl Die";"1993";"Documentary";"0.0";"107472";"41647"
"364";"Lion King The";"1994";"Adventure|Animation|Children|Drama|Musical|IMAX";"0.0";"110357";"8587"
"365";"Little Buddha";"1993";"Drama";"0.0";"107426";"1689"
"366";"Wes Cravens New Nightmare Nightmare on Elm Street Part 7 Freddys Finale A";"1994";"Drama|Horror|Mystery|Thriller";"0.0";"111686";"11596"
"367";"Mask The";"1994";"Action|Comedy|Crime|Fantasy";"0.0";"110475";"854"
"368";"Maverick";"1994";"Adventure|Comedy|Western";"0.0";"110478";"9359"
"369";"Mrs Parker and the Vicious Circle";"1994";"Drama";"0.0";"110588";"23333"
"370";"Naked Gun 33 13 The Final Insult";"1994";"Action|Comedy";"0.0";"110622";"36593"
"371";"Paper The";"1994";"Comedy|Drama";"0.0";"110771";"12280"
"372";"Reality Bites";"1994";"Comedy|Drama|Romance";"0.0";"110950";"2788"
"373";"Red Rock West";"1992";"Thriller";"0.0";"105226";"10427"
"374";"Richie Rich";"1994";"Children|Comedy";"0.0";"110989";"11011"
"375";"Safe Passage";"1994";"Drama";"0.0";"111054";"49803"
"376";"River Wild The";"1994";"Action|Thriller";"0.0";"110997";"8987"
"377";"Speed";"1994";"Action|Romance|Thriller";"6.8";"111257";"1637"
